employee_id,product_id,product_name,price,discount,stock,sold_quantity,rating,reviews,supplier,purchase_cost,profit,expiry_date,manufacturing_date,customer_gender,customer_type,payment_method,transaction_id,order_status,delivery_time,return_status,feedback,desercion_de_clientes
941,P1347,Item_C,3338,43,20,3,3.7,462,Supplier_B,2545,-642.3399999999999,2025-12-14,2024-12-13,Female,New,Cash,T50347,Cancelled,6,Returned,Bad,posible abandono
178,P1348,Item_C,1535,10,77,58,3.2,437,Supplier_A,2174,-792.5,2025-12-15,2024-12-14,Female,VIP,Cash,T50348,Cancelled,14,Returned,Average,posible abandono
172,P1349,Item_C,456,31,65,94,3.8,358,Supplier_C,702,-387.36,2025-12-16,2024-12-15,Male,New,Mobile Payment,T50349,Cancelled,10,Returned,Average,posible abandono
753,P1350,Item_A,4336,48,12,76,1.5,386,Supplier_A,3567,-1312.2800000000002,2025-12-17,2024-12-16,Male,VIP,Cash,T50350,Completed,7,Not Returned,Bad,cliente
241,P1351,Item_B,3663,36,66,27,4.5,303,Supplier_C,1945,399.3199999999997,2025-12-18,2024-12-17,Male,VIP,Mobile Payment,T50351,Pending,8,Returned,Good,posible abandono
738,P1352,Item_D,2718,42,94,53,1.2,132,Supplier_C,3990,-2413.56,2025-12-19,2024-12-18,Female,VIP,Cash,T50352,Cancelled,2,Not Returned,Bad,posible abandono
593,P1353,Item_C,3233,5,48,64,1.8,393,Supplier_A,189,2882.35,2025-12-20,2024-12-19,Female,Regular,Credit Card,T50353,Completed,8,Not Returned,Average,abandono
535,P1354,Item_A,896,3,168,36,2.7,305,Supplier_A,661,208.12,2025-12-21,2024-12-20,Female,Regular,Mobile Payment,T50354,Completed,11,Not Returned,Average,abandono
771,P1355,Item_A,3207,4,21,67,4.2,433,Supplier_A,1113,1965.72,2025-12-22,2024-12-21,Male,VIP,Credit Card,T50355,Cancelled,12,Not Returned,Good,posible abandono
620,P1356,Item_D,2454,33,56,39,3.0,221,Supplier_A,3261,-1616.8200000000002,2025-12-23,2024-12-22,Female,Regular,Cash,T50356,Completed,4,Returned,Bad,posible abandono
167,P1357,Item_B,1857,29,132,95,4.3,425,Supplier_C,1913,-594.53,2025-12-24,2024-12-23,Female,VIP,Credit Card,T50357,Completed,14,Not Returned,Good,cliente
512,P1358,Item_C,4142,6,120,74,1.8,430,Supplier_A,3745,148.48000000000002,2025-12-25,2024-12-24,Male,VIP,Mobile Payment,T50358,Cancelled,1,Returned,Good,posible abandono
831,P1359,Item_D,4996,38,96,85,1.1,300,Supplier_C,1925,1172.52,2025-12-26,2024-12-25,Male,Regular,Mobile Payment,T50359,Cancelled,3,Returned,Average,posible abandono
147,P1360,Item_D,2769,13,191,99,2.8,409,Supplier_C,3713,-1303.9700000000005,2025-12-27,2024-12-26,Male,New,Cash,T50360,Completed,6,Returned,Good,posible abandono
508,P1361,Item_A,3899,7,105,5,1.3,91,Supplier_A,2005,1621.0700000000002,2025-12-28,2024-12-27,Male,Regular,Credit Card,T50361,Completed,11,Returned,Average,posible abandono
911,P1362,Item_B,60,47,45,53,2.1,125,Supplier_C,3495,-3463.2,2025-12-29,2024-12-28,Male,VIP,Mobile Payment,T50362,Pending,3,Returned,Good,posible abandono
657,P1363,Item_A,3709,14,31,42,4.0,332,Supplier_B,248,2941.74,2025-12-30,2024-12-29,Male,Regular,Credit Card,T50363,Completed,6,Returned,Bad,posible abandono
212,P1364,Item_D,1551,33,147,84,3.3,338,Supplier_C,990,49.17000000000007,2025-12-31,2024-12-30,Female,New,Cash,T50364,Completed,9,Returned,Bad,posible abandono
630,P1365,Item_C,1692,10,70,81,2.5,85,Supplier_C,175,1347.8,2026-01-01,2024-12-31,Male,New,Mobile Payment,T50365,Completed,1,Not Returned,Average,posible cliente
139,P1366,Item_C,2149,47,160,93,4.9,258,Supplier_C,3868,-2729.03,2026-01-02,2025-01-01,Male,New,Cash,T50366,Completed,3,Not Returned,Bad,posible cliente
275,P1367,Item_D,4724,13,99,48,2.3,233,Supplier_A,3537,572.8800000000001,2026-01-03,2025-01-02,Male,New,Cash,T50367,Completed,8,Not Returned,Good,posible cliente
870,P1368,Item_D,388,38,147,77,4.3,260,Supplier_C,942,-701.44,2026-01-04,2025-01-03,Female,Regular,Credit Card,T50368,Pending,12,Not Returned,Average,posible abandono
828,P1369,Item_B,4604,49,29,73,2.2,128,Supplier_B,2197,151.03999999999996,2026-01-05,2025-01-04,Male,VIP,Cash,T50369,Cancelled,9,Returned,Average,posible abandono
297,P1370,Item_B,3657,6,72,56,2.7,361,Supplier_B,3751,-313.4200000000001,2026-01-06,2025-01-05,Male,Regular,Cash,T50370,Completed,11,Returned,Bad,posible abandono
493,P1371,Item_C,3006,26,35,12,4.7,351,Supplier_B,369,1855.44,2026-01-07,2025-01-06,Male,Regular,Cash,T50371,Completed,6,Returned,Bad,posible abandono
493,P1372,Item_A,4925,37,139,85,3.0,439,Supplier_C,1139,1963.75,2026-01-08,2025-01-07,Male,New,Cash,T50372,Completed,10,Not Returned,Good,posible cliente
540,P1373,Item_A,440,12,184,41,4.2,335,Supplier_A,658,-270.8,2026-01-09,2025-01-08,Female,New,Mobile Payment,T50373,Completed,4,Not Returned,Good,posible cliente
698,P1374,Item_B,3511,47,25,78,1.9,15,Supplier_B,2897,-1036.17,2026-01-10,2025-01-09,Male,New,Credit Card,T50374,Pending,9,Not Returned,Average,posible abandono
585,P1375,Item_B,122,32,182,88,1.5,180,Supplier_C,2917,-2834.04,2026-01-11,2025-01-10,Male,VIP,Mobile Payment,T50375,Pending,6,Not Returned,Good,posible abandono
532,P1376,Item_B,3959,48,126,86,4.2,344,Supplier_B,3706,-1647.3199999999997,2026-01-12,2025-01-11,Male,Regular,Credit Card,T50376,Completed,12,Returned,Bad,posible abandono
254,P1377,Item_D,3907,25,68,29,2.6,96,Supplier_B,1341,1589.25,2026-01-13,2025-01-12,Male,VIP,Credit Card,T50377,Completed,6,Returned,Average,posible abandono
517,P1378,Item_D,2716,23,195,83,2.9,454,Supplier_C,2318,-226.67999999999984,2026-01-14,2025-01-13,Male,New,Credit Card,T50378,Cancelled,14,Returned,Good,posible abandono
288,P1379,Item_A,2751,41,74,37,2.7,239,Supplier_A,440,1183.09,2026-01-15,2025-01-14,Male,Regular,Mobile Payment,T50379,Pending,5,Not Returned,Average,posible abandono
582,P1380,Item_B,1334,26,172,32,4.4,283,Supplier_B,1030,-42.83999999999992,2026-01-16,2025-01-15,Female,VIP,Cash,T50380,Completed,13,Not Returned,Bad,cliente
709,P1381,Item_C,4085,45,130,99,3.7,176,Supplier_C,2778,-531.25,2026-01-17,2025-01-16,Female,New,Cash,T50381,Pending,5,Not Returned,Average,posible abandono
635,P1382,Item_B,4552,35,100,43,2.0,244,Supplier_A,1714,1244.8000000000002,2026-01-18,2025-01-17,Male,Regular,Credit Card,T50382,Completed,14,Returned,Good,posible abandono
671,P1383,Item_A,165,35,120,51,4.5,213,Supplier_C,3903,-3795.75,2026-01-19,2025-01-18,Male,New,Cash,T50383,Cancelled,12,Returned,Bad,posible abandono
594,P1384,Item_B,4429,19,120,72,2.1,8,Supplier_B,2730,857.4899999999998,2026-01-20,2025-01-19,Female,Regular,Mobile Payment,T50384,Cancelled,4,Not Returned,Average,posible abandono
911,P1385,Item_C,1313,49,98,27,2.9,423,Supplier_B,980,-310.37,2026-01-21,2025-01-20,Male,VIP,Mobile Payment,T50385,Completed,7,Not Returned,Good,cliente
276,P1386,Item_D,2919,39,35,26,1.2,71,Supplier_A,1275,505.5899999999999,2026-01-22,2025-01-21,Male,New,Mobile Payment,T50386,Completed,4,Not Returned,Average,posible cliente
672,P1387,Item_A,2359,33,65,30,3.4,192,Supplier_B,3884,-2303.4700000000003,2026-01-23,2025-01-22,Male,Regular,Cash,T50387,Cancelled,14,Not Returned,Good,posible abandono
503,P1388,Item_C,204,6,50,4,3.0,174,Supplier_B,825,-633.24,2026-01-24,2025-01-23,Male,Regular,Credit Card,T50388,Completed,3,Returned,Average,posible abandono
389,P1389,Item_B,1577,22,99,97,2.6,144,Supplier_A,730,500.06,2026-01-25,2025-01-24,Male,Regular,Cash,T50389,Cancelled,2,Returned,Bad,posible abandono
380,P1390,Item_C,3543,10,126,83,4.9,277,Supplier_B,1698,1490.6999999999998,2026-01-26,2025-01-25,Female,VIP,Mobile Payment,T50390,Completed,9,Not Returned,Bad,cliente
408,P1391,Item_B,3252,8,154,27,1.4,171,Supplier_A,283,2708.84,2026-01-27,2025-01-26,Male,Regular,Credit Card,T50391,Cancelled,9,Returned,Good,posible abandono
354,P1392,Item_D,334,21,133,69,1.7,493,Supplier_B,645,-381.14,2026-01-28,2025-01-27,Male,Regular,Credit Card,T50392,Cancelled,14,Not Returned,Average,posible abandono
819,P1393,Item_A,1569,6,8,1,4.8,421,Supplier_A,687,787.8599999999999,2026-01-29,2025-01-28,Female,VIP,Credit Card,T50393,Completed,13,Returned,Good,posible abandono
350,P1394,Item_A,1151,37,46,30,4.6,475,Supplier_B,1499,-773.87,2026-01-30,2025-01-29,Male,New,Mobile Payment,T50394,Pending,10,Returned,Bad,posible abandono
434,P1395,Item_C,4649,7,123,45,3.6,152,Supplier_A,164,4159.57,2026-01-31,2025-01-30,Male,VIP,Cash,T50395,Pending,14,Not Returned,Good,posible abandono
907,P1396,Item_C,2048,20,195,66,3.3,34,Supplier_A,3955,-2316.6,2026-02-01,2025-01-31,Male,New,Mobile Payment,T50396,Cancelled,5,Returned,Average,posible abandono
319,P1397,Item_A,1548,44,59,69,3.6,455,Supplier_A,157,709.88,2026-02-02,2025-02-01,Male,Regular,Credit Card,T50397,Cancelled,5,Not Returned,Average,posible abandono
721,P1398,Item_D,4551,20,157,20,4.6,426,Supplier_B,2273,1367.8000000000002,2026-02-03,2025-02-02,Female,VIP,Cash,T50398,Cancelled,5,Returned,Bad,posible abandono
908,P1399,Item_A,2640,5,39,88,2.0,194,Supplier_C,3570,-1062.0,2026-02-04,2025-02-03,Male,New,Cash,T50399,Cancelled,6,Returned,Good,posible abandono
293,P1400,Item_A,2840,24,155,93,3.2,375,Supplier_B,544,1614.4,2026-02-05,2025-02-04,Male,VIP,Credit Card,T50400,Cancelled,6,Not Returned,Bad,posible abandono
316,P1401,Item_A,3242,9,178,33,3.6,114,Supplier_B,767,2183.2200000000003,2026-02-06,2025-02-05,Male,VIP,Mobile Payment,T50401,Pending,12,Not Returned,Good,posible abandono
501,P1402,Item_A,4300,25,70,40,2.2,214,Supplier_B,923,2302.0,2026-02-07,2025-02-06,Male,VIP,Cash,T50402,Pending,8,Returned,Good,posible abandono
208,P1403,Item_B,624,2,143,30,4.4,228,Supplier_B,2242,-1630.48,2026-02-08,2025-02-07,Female,Regular,Mobile Payment,T50403,Cancelled,4,Returned,Bad,posible abandono
278,P1404,Item_C,570,9,173,20,2.7,495,Supplier_A,1194,-675.3,2026-02-09,2025-02-08,Male,Regular,Mobile Payment,T50404,Pending,12,Not Returned,Average,posible abandono
513,P1405,Item_C,4715,21,46,72,2.0,109,Supplier_B,65,3659.85,2026-02-10,2025-02-09,Male,VIP,Mobile Payment,T50405,Pending,6,Not Returned,Average,posible abandono
122,P1406,Item_C,743,30,48,78,3.3,75,Supplier_A,830,-309.9,2026-02-11,2025-02-10,Female,New,Mobile Payment,T50406,Cancelled,13,Not Returned,Average,posible abandono
918,P1407,Item_B,4955,16,169,13,1.6,454,Supplier_A,3859,303.1999999999998,2026-02-12,2025-02-11,Male,Regular,Cash,T50407,Pending,7,Returned,Good,posible abandono
229,P1408,Item_A,948,31,166,24,3.5,15,Supplier_B,2258,-1603.88,2026-02-13,2025-02-12,Male,New,Cash,T50408,Pending,13,Not Returned,Average,posible abandono
707,P1409,Item_C,1567,6,25,57,2.1,199,Supplier_A,708,764.98,2026-02-14,2025-02-13,Male,Regular,Credit Card,T50409,Completed,9,Returned,Average,posible abandono
863,P1410,Item_D,1244,42,27,2,1.2,98,Supplier_C,3285,-2563.48,2026-02-15,2025-02-14,Male,VIP,Credit Card,T50410,Completed,6,Not Returned,Bad,cliente
302,P1411,Item_A,2197,40,44,43,4.7,312,Supplier_A,2216,-897.8,2026-02-16,2025-02-15,Female,VIP,Mobile Payment,T50411,Cancelled,2,Not Returned,Average,posible abandono
487,P1412,Item_A,4260,32,66,51,3.7,494,Supplier_C,3894,-997.1999999999998,2026-02-17,2025-02-16,Male,New,Cash,T50412,Cancelled,6,Returned,Good,posible abandono
132,P1413,Item_C,2470,6,164,34,3.0,462,Supplier_B,1721,600.8000000000002,2026-02-18,2025-02-17,Female,VIP,Cash,T50413,Cancelled,11,Not Returned,Good,posible abandono
316,P1414,Item_A,1019,6,123,67,4.1,105,Supplier_B,1420,-462.14,2026-02-19,2025-02-18,Female,VIP,Mobile Payment,T50414,Pending,11,Not Returned,Average,posible abandono
491,P1415,Item_D,4248,18,106,96,3.3,318,Supplier_B,1930,1553.36,2026-02-20,2025-02-19,Female,Regular,Cash,T50415,Completed,10,Returned,Bad,posible abandono
676,P1416,Item_D,644,16,188,78,4.7,323,Supplier_A,1327,-786.04,2026-02-21,2025-02-20,Male,VIP,Credit Card,T50416,Completed,6,Not Returned,Average,abandono
278,P1417,Item_A,2269,28,157,12,1.5,243,Supplier_B,3164,-1530.3200000000002,2026-02-22,2025-02-21,Male,Regular,Mobile Payment,T50417,Completed,9,Returned,Good,posible abandono
775,P1418,Item_D,1820,4,44,27,3.0,6,Supplier_A,3761,-2013.8,2026-02-23,2025-02-22,Male,New,Credit Card,T50418,Pending,9,Returned,Good,posible abandono
522,P1419,Item_C,1466,11,50,17,3.3,243,Supplier_B,2129,-824.26,2026-02-24,2025-02-23,Female,New,Cash,T50419,Completed,9,Returned,Bad,posible abandono
744,P1420,Item_D,3892,40,89,96,3.9,152,Supplier_C,358,1977.2,2026-02-25,2025-02-24,Male,VIP,Cash,T50420,Pending,3,Not Returned,Good,posible abandono
305,P1421,Item_C,4601,44,158,96,2.6,108,Supplier_B,1894,682.56,2026-02-26,2025-02-25,Female,New,Credit Card,T50421,Completed,10,Not Returned,Average,posible cliente
716,P1422,Item_A,1841,13,81,2,2.4,267,Supplier_B,740,861.6700000000001,2026-02-27,2025-02-26,Male,New,Cash,T50422,Pending,13,Not Returned,Good,posible abandono
739,P1423,Item_B,1095,33,117,2,3.3,460,Supplier_C,586,147.64999999999998,2026-02-28,2025-02-27,Male,New,Mobile Payment,T50423,Cancelled,4,Returned,Bad,posible abandono
606,P1424,Item_D,416,42,12,22,2.4,124,Supplier_C,1607,-1365.72,2026-03-01,2025-02-28,Male,VIP,Mobile Payment,T50424,Completed,7,Returned,Average,posible abandono
792,P1425,Item_D,4957,19,43,87,2.5,132,Supplier_C,2409,1606.17,2026-03-02,2025-03-01,Female,Regular,Cash,T50425,Cancelled,7,Returned,Average,posible abandono
647,P1426,Item_C,1323,18,137,0,2.0,182,Supplier_C,2413,-1328.14,2026-03-03,2025-03-02,Female,New,Cash,T50426,Cancelled,14,Not Returned,Good,posible abandono
247,P1427,Item_A,1706,47,82,46,2.4,83,Supplier_C,1605,-700.82,2026-03-04,2025-03-03,Female,Regular,Credit Card,T50427,Pending,10,Not Returned,Bad,posible abandono
503,P1428,Item_C,167,15,134,95,3.3,250,Supplier_B,819,-677.05,2026-03-05,2025-03-04,Male,Regular,Mobile Payment,T50428,Cancelled,7,Not Returned,Bad,posible abandono
230,P1429,Item_A,3975,13,179,67,3.1,193,Supplier_A,337,3121.25,2026-03-06,2025-03-05,Female,VIP,Cash,T50429,Pending,11,Returned,Good,posible abandono
727,P1430,Item_B,4064,42,85,28,1.1,299,Supplier_B,1559,798.1199999999999,2026-03-07,2025-03-06,Male,Regular,Credit Card,T50430,Cancelled,12,Not Returned,Average,posible abandono
795,P1431,Item_B,1475,7,166,47,2.3,68,Supplier_A,2915,-1543.25,2026-03-08,2025-03-07,Male,New,Cash,T50431,Cancelled,6,Not Returned,Good,posible abandono
906,P1432,Item_A,2705,31,198,25,1.5,341,Supplier_A,997,869.45,2026-03-09,2025-03-08,Male,New,Cash,T50432,Cancelled,5,Not Returned,Average,posible abandono
591,P1433,Item_D,324,34,32,44,4.5,147,Supplier_B,1856,-1642.16,2026-03-10,2025-03-09,Female,Regular,Cash,T50433,Completed,11,Not Returned,Bad,cliente
859,P1434,Item_A,3821,3,110,35,3.0,351,Supplier_C,2531,1175.37,2026-03-11,2025-03-10,Male,VIP,Cash,T50434,Completed,11,Returned,Good,posible abandono
135,P1435,Item_A,2776,19,67,96,2.9,404,Supplier_A,1749,499.56,2026-03-12,2025-03-11,Male,New,Cash,T50435,Pending,4,Returned,Good,posible abandono
325,P1436,Item_D,1411,36,61,94,2.5,226,Supplier_B,2277,-1373.96,2026-03-13,2025-03-12,Female,New,Mobile Payment,T50436,Cancelled,3,Not Returned,Average,posible abandono
736,P1437,Item_A,1290,47,185,52,3.1,99,Supplier_B,3307,-2623.3,2026-03-14,2025-03-13,Female,New,Cash,T50437,Completed,14,Not Returned,Average,posible cliente
381,P1438,Item_C,1117,11,188,29,1.8,120,Supplier_C,1442,-447.87,2026-03-15,2025-03-14,Male,New,Cash,T50438,Completed,2,Returned,Average,posible abandono
478,P1439,Item_C,1399,15,134,42,2.2,290,Supplier_A,447,742.1500000000001,2026-03-16,2025-03-15,Female,New,Mobile Payment,T50439,Pending,4,Returned,Average,posible abandono
120,P1440,Item_C,2465,3,11,92,1.7,400,Supplier_A,2097,294.0500000000002,2026-03-17,2025-03-16,Female,VIP,Credit Card,T50440,Pending,8,Not Returned,Average,posible abandono
248,P1441,Item_D,774,2,112,25,4.4,316,Supplier_B,3288,-2529.48,2026-03-18,2025-03-17,Female,Regular,Cash,T50441,Pending,5,Returned,Average,posible abandono
938,P1442,Item_D,1640,19,109,69,2.0,92,Supplier_C,2841,-1512.6,2026-03-19,2025-03-18,Female,VIP,Credit Card,T50442,Completed,14,Not Returned,Bad,cliente
386,P1443,Item_D,1289,35,81,49,2.7,32,Supplier_A,2483,-1645.15,2026-03-20,2025-03-19,Male,Regular,Mobile Payment,T50443,Completed,6,Not Returned,Bad,cliente
133,P1444,Item_C,2704,48,163,65,2.5,259,Supplier_C,105,1301.08,2026-03-21,2025-03-20,Female,Regular,Cash,T50444,Completed,3,Not Returned,Good,cliente
856,P1445,Item_B,78,17,118,91,5.0,112,Supplier_C,3111,-3046.26,2026-03-22,2025-03-21,Female,VIP,Credit Card,T50445,Completed,7,Returned,Good,posible abandono
241,P1446,Item_D,1331,21,105,2,1.6,300,Supplier_B,2078,-1026.51,2026-03-23,2025-03-22,Male,Regular,Cash,T50446,Cancelled,8,Returned,Good,posible abandono
600,P1447,Item_B,1381,12,197,9,2.3,398,Supplier_A,202,1013.28,2026-03-24,2025-03-23,Male,New,Cash,T50447,Cancelled,1,Returned,Good,posible abandono
311,P1448,Item_C,3549,38,2,34,2.8,455,Supplier_A,2084,116.38000000000012,2026-03-25,2025-03-24,Female,New,Mobile Payment,T50448,Pending,2,Not Returned,Average,posible abandono
528,P1449,Item_A,1181,27,49,15,1.1,100,Supplier_B,1761,-898.87,2026-03-26,2025-03-25,Male,VIP,Mobile Payment,T50449,Pending,9,Not Returned,Bad,posible abandono
674,P1450,Item_A,663,20,80,60,4.4,211,Supplier_A,1925,-1394.6,2026-03-27,2025-03-26,Female,VIP,Credit Card,T50450,Pending,12,Returned,Bad,posible abandono
176,P1451,Item_D,3988,38,16,18,4.2,445,Supplier_B,84,2388.56,2026-03-28,2025-03-27,Male,Regular,Mobile Payment,T50451,Pending,14,Returned,Average,posible abandono
869,P1452,Item_A,4460,2,103,43,4.0,284,Supplier_A,3938,432.8000000000002,2026-03-29,2025-03-28,Female,Regular,Credit Card,T50452,Pending,12,Not Returned,Good,posible abandono
899,P1453,Item_B,2848,41,73,84,3.1,432,Supplier_B,1655,25.319999999999936,2026-03-30,2025-03-29,Female,New,Cash,T50453,Cancelled,8,Returned,Bad,posible abandono
920,P1454,Item_B,1019,1,6,17,1.9,184,Supplier_C,3202,-2193.19,2026-03-31,2025-03-30,Male,New,Credit Card,T50454,Completed,9,Not Returned,Bad,posible cliente
719,P1455,Item_D,3800,35,141,55,1.8,226,Supplier_A,1550,920.0,2026-04-01,2025-03-31,Male,Regular,Mobile Payment,T50455,Pending,9,Returned,Average,posible abandono
583,P1456,Item_C,4343,49,107,86,5.0,499,Supplier_A,596,1618.9299999999998,2026-04-02,2025-04-01,Female,VIP,Credit Card,T50456,Cancelled,14,Not Returned,Good,posible abandono
215,P1457,Item_C,632,1,49,72,3.9,361,Supplier_B,2589,-1963.32,2026-04-03,2025-04-02,Male,Regular,Cash,T50457,Pending,9,Not Returned,Average,posible abandono
678,P1458,Item_C,4181,18,95,79,1.6,325,Supplier_B,1079,2349.42,2026-04-04,2025-04-03,Female,Regular,Mobile Payment,T50458,Completed,10,Not Returned,Bad,cliente
518,P1459,Item_D,2046,37,17,99,4.4,88,Supplier_A,973,315.98,2026-04-05,2025-04-04,Male,VIP,Mobile Payment,T50459,Pending,12,Returned,Good,posible abandono
784,P1460,Item_B,2286,28,24,6,2.1,277,Supplier_C,3803,-2157.08,2026-04-06,2025-04-05,Female,VIP,Mobile Payment,T50460,Completed,13,Not Returned,Bad,cliente
408,P1461,Item_A,886,0,123,7,3.3,157,Supplier_C,1716,-830.0,2026-04-07,2025-04-06,Male,Regular,Credit Card,T50461,Pending,14,Not Returned,Bad,posible abandono
511,P1462,Item_A,2143,27,58,25,2.3,444,Supplier_B,1026,538.3899999999999,2026-04-08,2025-04-07,Male,VIP,Mobile Payment,T50462,Cancelled,13,Returned,Bad,posible abandono
937,P1463,Item_D,2960,4,109,90,1.9,54,Supplier_B,3508,-666.4000000000001,2026-04-09,2025-04-08,Male,New,Mobile Payment,T50463,Completed,2,Returned,Bad,posible abandono
989,P1464,Item_B,3017,10,106,6,4.5,8,Supplier_C,49,2666.3,2026-04-10,2025-04-09,Male,Regular,Cash,T50464,Completed,14,Returned,Bad,posible abandono
907,P1465,Item_A,1607,2,74,41,2.5,19,Supplier_C,1989,-414.1400000000001,2026-04-11,2025-04-10,Female,Regular,Cash,T50465,Pending,11,Returned,Average,posible abandono
588,P1466,Item_C,274,25,120,50,2.2,191,Supplier_C,3487,-3281.5,2026-04-12,2025-04-11,Male,Regular,Cash,T50466,Cancelled,13,Not Returned,Bad,posible abandono
715,P1467,Item_A,2854,40,164,18,3.4,480,Supplier_A,2719,-1006.6,2026-04-13,2025-04-12,Male,Regular,Credit Card,T50467,Pending,7,Returned,Bad,posible abandono
400,P1468,Item_C,1113,27,196,98,2.7,215,Supplier_A,2047,-1234.51,2026-04-14,2025-04-13,Female,VIP,Mobile Payment,T50468,Completed,3,Returned,Good,posible abandono
798,P1469,Item_D,4275,4,85,26,1.6,307,Supplier_C,2528,1576.0,2026-04-15,2025-04-14,Female,New,Mobile Payment,T50469,Pending,11,Returned,Average,posible abandono
612,P1470,Item_C,4401,49,1,14,3.8,22,Supplier_B,1912,332.5100000000002,2026-04-16,2025-04-15,Female,Regular,Mobile Payment,T50470,Cancelled,5,Not Returned,Average,posible abandono
980,P1471,Item_C,4983,9,130,98,4.5,239,Supplier_C,916,3618.53,2026-04-17,2025-04-16,Male,New,Credit Card,T50471,Pending,10,Not Returned,Bad,posible abandono
416,P1472,Item_C,665,44,81,25,4.2,190,Supplier_A,2355,-1982.6,2026-04-18,2025-04-17,Male,VIP,Cash,T50472,Completed,2,Not Returned,Bad,cliente
115,P1473,Item_C,951,27,35,64,1.3,234,Supplier_B,685,9.230000000000018,2026-04-19,2025-04-18,Male,New,Mobile Payment,T50473,Completed,5,Not Returned,Bad,posible cliente
109,P1474,Item_A,4916,20,89,17,1.6,187,Supplier_A,2047,1885.8,2026-04-20,2025-04-19,Male,VIP,Mobile Payment,T50474,Cancelled,13,Returned,Bad,posible abandono
437,P1475,Item_B,2623,11,142,20,2.1,162,Supplier_A,3990,-1655.5299999999995,2026-04-21,2025-04-20,Female,New,Cash,T50475,Completed,10,Returned,Good,posible abandono
126,P1476,Item_A,3589,9,16,82,3.6,379,Supplier_C,858,2407.99,2026-04-22,2025-04-21,Male,New,Cash,T50476,Cancelled,12,Returned,Bad,posible abandono
441,P1477,Item_A,510,14,199,40,3.8,310,Supplier_B,167,271.6,2026-04-23,2025-04-22,Male,New,Mobile Payment,T50477,Cancelled,3,Not Returned,Good,posible abandono
803,P1478,Item_B,1194,6,99,59,4.0,23,Supplier_C,220,902.36,2026-04-24,2025-04-23,Female,VIP,Mobile Payment,T50478,Completed,4,Not Returned,Good,cliente
572,P1479,Item_A,1531,6,36,7,4.3,165,Supplier_B,1187,252.1400000000001,2026-04-25,2025-04-24,Female,Regular,Cash,T50479,Pending,2,Not Returned,Bad,posible abandono
958,P1480,Item_C,109,31,91,41,2.2,479,Supplier_A,1091,-1015.79,2026-04-26,2025-04-25,Female,New,Mobile Payment,T50480,Cancelled,12,Not Returned,Average,posible abandono
561,P1481,Item_A,668,16,118,45,4.7,243,Supplier_A,3332,-2770.88,2026-04-27,2025-04-26,Male,Regular,Mobile Payment,T50481,Completed,13,Returned,Good,posible abandono
290,P1482,Item_C,2584,28,192,73,3.1,184,Supplier_A,3096,-1235.52,2026-04-28,2025-04-27,Male,New,Cash,T50482,Cancelled,11,Not Returned,Good,posible abandono
390,P1483,Item_D,919,45,55,77,4.9,290,Supplier_C,2732,-2226.55,2026-04-29,2025-04-28,Female,New,Cash,T50483,Cancelled,3,Not Returned,Average,posible abandono
776,P1484,Item_D,2220,48,172,35,1.7,55,Supplier_C,1518,-363.5999999999999,2026-04-30,2025-04-29,Male,VIP,Mobile Payment,T50484,Cancelled,4,Returned,Bad,posible abandono
615,P1485,Item_B,914,44,66,64,1.4,210,Supplier_A,3559,-3047.16,2026-05-01,2025-04-30,Female,New,Mobile Payment,T50485,Completed,5,Not Returned,Good,posible cliente
257,P1486,Item_B,1624,26,80,59,2.7,86,Supplier_A,3247,-2045.24,2026-05-02,2025-05-01,Male,Regular,Mobile Payment,T50486,Cancelled,7,Not Returned,Average,posible abandono
212,P1487,Item_C,1347,7,59,63,4.3,367,Supplier_C,913,339.71000000000004,2026-05-03,2025-05-02,Male,New,Cash,T50487,Pending,5,Not Returned,Good,posible abandono
376,P1488,Item_C,168,8,58,83,4.9,45,Supplier_C,2829,-2674.44,2026-05-04,2025-05-03,Male,New,Credit Card,T50488,Cancelled,9,Returned,Average,posible abandono
898,P1489,Item_A,516,41,60,22,4.2,81,Supplier_A,827,-522.56,2026-05-05,2025-05-04,Male,Regular,Credit Card,T50489,Completed,9,Not Returned,Average,abandono
126,P1490,Item_B,1349,24,98,3,4.9,40,Supplier_B,2444,-1418.76,2026-05-06,2025-05-05,Male,Regular,Cash,T50490,Pending,7,Returned,Bad,posible abandono
947,P1491,Item_A,405,15,109,99,2.7,498,Supplier_A,2073,-1728.75,2026-05-07,2025-05-06,Female,New,Credit Card,T50491,Cancelled,4,Returned,Average,posible abandono
247,P1492,Item_B,4463,23,154,93,1.6,50,Supplier_B,2794,642.5100000000002,2026-05-08,2025-05-07,Female,New,Cash,T50492,Cancelled,4,Not Returned,Bad,posible abandono
780,P1493,Item_C,4799,29,44,9,1.6,13,Supplier_B,468,2939.29,2026-05-09,2025-05-08,Male,VIP,Credit Card,T50493,Cancelled,4,Not Returned,Average,posible abandono
984,P1494,Item_A,2152,41,50,96,4.6,359,Supplier_A,2618,-1348.3200000000002,2026-05-10,2025-05-09,Female,VIP,Mobile Payment,T50494,Cancelled,9,Returned,Good,posible abandono
479,P1495,Item_B,1319,14,21,17,1.6,409,Supplier_B,1189,-54.66000000000008,2026-05-11,2025-05-10,Female,New,Mobile Payment,T50495,Completed,13,Not Returned,Good,posible cliente
